chr,Line,pos_leftflank,pos_start,pos_end,pos_rightflank,marker_left_flank,marker_start,marker_end,marker_right_flank,chrom.size,intro_start,intro_end,intro.size,intro.prop.chr
7,CML103/B73 NIL-1239,171382507,171455572,176189722,176266389,S7_171382507,S7_171455572,S7_176189722,S7_176266389,182381542,171419039.5,176228055.5,4809016,0.0263678876012574
7,NC350/B73 NIL-1180,167846109,167846640,177222346,177366802,S7_167846109,S7_167846640,S7_177222346,S7_177366802,182381542,167846374.5,177294574,9448199.5,0.0518045817377726
7,CML103/B73 NIL-1146,0,0,1329661,1337621,S7_180263,S7_180263,S7_1329661,S7_1337621,182381542,0,1333641,1333641,0.00731236826586322
7,Tzi8/B73 NIL-1220,15020479,15020568,127678518,127678986,S7_15020479,S7_15020568,S7_127678518,S7_127678986,182381542,15020523.5,127678752,112658228.5,0.617706305498832
7,CML333/B73 NIL-1109A,7861895,7861900,11864435,11865773,S7_7861895,S7_7861900,S7_11864435,S7_11865773,182381542,7861897.5,11865104,4003206.5,0.0219496252531959
7,Ki3/B73 NIL-1128,165307886,165317200,169185808,169185809,S7_165307886,S7_165317200,S7_169185808,S7_169185809,182381542,165312543,169185808.5,3873265.5,0.0212371573215452
7,CML228/B73 NIL-1188,168402575,168402581,173085164,173085177,S7_168402575,S7_168402581,S7_173085164,S7_173085177,182381542,168402578,173085170.5,4682592.5,0.0256747061607802
7,NC350/B73 NIL-1169,167846109,167846640,170847584,170847595,S7_167846109,S7_167846640,S7_170847584,S7_170847595,182381542,167846374.5,170847589.5,3001215,0.0164556948421897
7,NC358/B73 NIL-1058,163875721,163876366,177366802,177452186,S7_163875721,S7_163876366,S7_177366802,S7_177452186,182381542,163876043.5,177409494,13533450.5,0.0742040578865157
7,CML322/B73 NIL-1051,0,0,1421329,1421740,S7_180263,S7_180263,S7_1421329,S7_1421740,182381542,0,1421534.5,1421534.5,0.00779428929271801
7,NC350/B73 NIL-1080,172910556,173085164,173087606,173166781,S7_172910556,S7_173085164,S7_173087606,S7_173166781,182381542,172997860,173127193.5,129333.5,0.000709137002471445
7,Mo18W/B73 NIL-1143,178052337,178099043,178334265,178334271,S7_178052337,S7_178099043,S7_178334265,S7_178334271,182381542,178075690,178334268,258578,0.00141778601696437
7,M162W/B73 NIL-1105,136247848,136247993,146501348,146504978,S7_136247848,S7_136247993,S7_146501348,S7_146504978,182381542,136247920.5,146503163,10255242.5,0.0562296073798959
7,CML247/B73 NIL-1139,177639564,177647020,177723110,177723132,S7_177639564,S7_177647020,S7_177723110,S7_177723132,182381542,177643292,177723121,79829,0.000437703284688754
7,Tx303/B73 NIL-1085C,7675948,7861895,8797631,8963962,S7_7675948,S7_7861895,S7_8797631,S7_8963962,182381542,7768921.5,8880796.5,1111875,0.00609642284963245
7,Tzi8/B73 NIL-1154,41777710,41813528,86208547,86208550,S7_41777710,S7_41813528,S7_86208547,S7_86208550,182381542,41795619,86208548.5,44412929.5,0.243516580751357
7,Ki11/B73 NIL-1066,177722512,177722583,179055934,179113723,S7_177722512,S7_177722583,S7_179055934,S7_179113723,182381542,177722547.5,179084828.5,1362281,0.00746940170074886
7,CML228/B73 NIL-1067,177222346,177366802,182381542,182381542,S7_177222346,S7_177366802,END,END,182381542,177294574,182381542,5086968,0.0278919014732313
7,Mo18W/B73 NIL-1096,171382507,171455572,182381542,182381542,S7_171382507,S7_171455572,END,END,182381542,171419039.5,182381542,10962502.5,0.0601075217359441
7,M162W/B73 NIL-1136,4522449,4523915,126937168,127273784,S7_4522449,S7_4523915,S7_126937168,S7_127273784,182381542,4523182,127105476,122582294,0.672120065746565
7,CML52/B73 NIL-1127,3743316,3743350,3743470,3748137,S7_3743316,S7_3743350,S7_3743470,S7_3748137,182381542,3743333,3745803.5,2470.5,1.3545778662185e-05
7,CML52/B73 NIL-1209,3748137,3748154,127576858,127576879,S7_3748137,S7_3748154,S7_127576858,S7_127576879,182381542,3748145.5,127576868.5,123828723,0.678954249657567
7,Oh43/B73 NIL-1037,3743316,3743350,3743427,3743428,S7_3743316,S7_3743350,S7_3743427,S7_3743428,182381542,3743333,3743427.5,94.5,5.18144538990684e-07
7,Oh43/B73 NIL-1143,132031044,132038862,158302155,158519286,S7_132031044,S7_132038862,S7_158302155,S7_158519286,182381542,132034953,158410720.5,26375767.5,0.144618623193788
7,CML333/B73 NIL-1275,0,0,2729701,2729702,S7_180263,S7_180263,S7_2729701,S7_2729702,182381542,0,2729701.5,2729701.5,0.0149669833365045
7,CML333/B73 NIL-1136,0,0,3068855,3077189,S7_180263,S7_180263,S7_3068855,S7_3077189,182381542,0,3073022,3073022,0.0168494134126797
7,CML322/B73 NIL-1245,114913542,115409842,146499949,146499981,S7_114913542,S7_115409842,S7_146499949,S7_146499981,182381542,115161692,146499965,31338273,0.171828095411102
7,Tzi8/B73 NIL-1277,3398783,3743316,3748137,3748154,S7_3398783,S7_3743316,S7_3748137,S7_3748154,182381542,3571049.5,3748145.5,177096,0.000971019315101525
7,Tzi8/B73 NIL-1219,173505023,173505033,179113774,179113779,S7_173505023,S7_173505033,S7_179113774,S7_179113779,182381542,173505028,179113776.5,5608748.5,0.0307528296915046
7,CML103/B73 NIL-1088,177452212,177452237,178663143,178682864,S7_177452212,S7_177452237,S7_178663143,S7_178682864,182381542,177452224.5,178673003.5,1220779,0.0066935446789895
7,CML277/B73 NIL-1029,162969225,162980239,162996632,162996633,S7_162969225,S7_162980239,S7_162996632,S7_162996633,182381542,162974732,162996632.5,21900.5,0.000120080682287465
7,Ki11/B73 NIL-1212,4200841,4427915,121048420,121056390,S7_4200841,S7_4427915,S7_121048420,S7_121056390,182381542,4314378,121052405,116738027,0.640075885530127
7,CML52/B73 NIL-1314,8964033,8987154,14495427,14495640,S7_8964033,S7_8987154,S7_14495427,S7_14495640,182381542,8975593.5,14495533.5,5519940,0.0302658917095898
7,CML333/B73 NIL-1109A,86945956,86945963,103376558,103382275,S7_86945956,S7_86945963,S7_103376558,S7_103382275,182381542,86945959.5,103379416.5,16433457,0.0901048254104574
7,NC358/B73 NIL-1238A,162969225,162980239,170974358,170974361,S7_162969225,S7_162980239,S7_170974358,S7_170974361,182381542,162974732,170974359.5,7999627.5,0.0438620455352878
7,Ki11/B73 NIL-1123,2687739,2687742,129348627,129348650,S7_2687739,S7_2687742,S7_129348627,S7_129348650,182381542,2687740.5,129348638.5,126660898,0.694483096321228
7,NC358/B73 NIL-1111,179891074,179891115,182381542,182381542,S7_179891074,S7_179891115,END,END,182381542,179891094.5,182381542,2490447.5,0.013655151024
7,CML333/B73 NIL-1290,162969225,162980239,162996632,162996633,S7_162969225,S7_162980239,S7_162996632,S7_162996633,182381542,162974732,162996632.5,21900.5,0.000120080682287465
7,CML247/B73 NIL-1104,14100020,14300706,28745206,28859414,S7_14100020,S7_14300706,S7_28745206,S7_28859414,182381542,14200363,28802310,14601947,0.0800626359437185
7,CML52/B73 NIL-1313,8987154,8987155,10202727,10202728,S7_8987154,S7_8987155,S7_10202727,S7_10202728,182381542,8987154.5,10202727.5,1215573,0.00666500012375156
7,CML103/B73 NIL-1081A,110371341,110371364,110371484,110531025,S7_110371341,S7_110371364,S7_110371484,S7_110531025,182381542,110371352.5,110451254.5,79902,0.000438103544491361
7,Tx303/B73 NIL-1030,17220476,17757522,147734525,147806313,S7_17220476,S7_17757522,S7_147734525,S7_147806313,182381542,17488999,147770419,130281420,0.714334458253456
7,Ki3/B73 NIL-1119,135220660,135220679,136828012,136828077,S7_135220660,S7_135220679,S7_136828012,S7_136828077,182381542,135220669.5,136828044.5,1607375,0.00881325479746191
8,CML69/B73 NIL-1145,169921245,169921246,170928837,170928843,S8_169921245,S8_169921246,S8_170928837,S8_170928843,181122637,169921245.5,170928840,1007594.5,0.00556305118282923
8,CML247/B73 NIL-1015,168881513,168889465,169558152,169558160,S8_168881513,S8_168889465,S8_169558152,S8_169558160,181122637,168885489,169558156,672667,0.00371387591933083
8,CML247/B73 NIL-1005A,168881513,168889465,169618222,169620451,S8_168881513,S8_168889465,S8_169618222,S8_169620451,181122637,168885489,169619336.5,733847.5,0.00405166086445616
8,CML103/B73 NIL-1212,106963039,106963044,169138781,169369320,S8_106963039,S8_106963044,S8_169138781,S8_169369320,181122637,106963041.5,169254050.5,62291009,0.343916199718316
8,Ki11/B73 NIL-1125,166521637,166521654,167203090,167205641,S8_166521637,S8_166521654,S8_167203090,S8_167205641,181122637,166521645.5,167204365.5,682720,0.00376937974903711
8,CML247/B73 NIL-1005A,176076065,176095305,181122637,181122637,S8_176076065,S8_176095305,END,END,181122637,176085685,181122637,5036952,0.0278096216101359
8,NC358/B73 NIL-1111,164997564,165108613,168734877,168734903,S8_164997564,S8_165108613,S8_168734877,S8_168734903,181122637,165053088.5,168734890,3681801.5,0.0203276716868914
8,CML52/B73 NIL-1134,2225575,2225629,2456601,2493580,S8_2225575,S8_2225629,S8_2456601,S8_2493580,181122637,2225602,2475090.5,249488.5,0.00137745620388687
8,CML277/B73 NIL-1041B,2437923,2437984,2456601,2493580,S8_2437923,S8_2437984,S8_2456601,S8_2493580,181122637,2437953.5,2475090.5,37137,0.000205037871660404
8,CML322/B73 NIL-1217,2674497,2674511,4077701,4077720,S8_2674497,S8_2674511,S8_4077701,S8_4077720,181122637,2674504,4077710.5,1403206.5,0.00774727291542249
8,CML333/B73 NIL-1119B,107399023,107623618,173535595,173535631,S8_107399023,S8_107623618,S8_173535595,S8_173535631,181122637,107511320.5,173535613,66024292.5,0.364528109758031
8,CML103/B73 NIL-1345A,178282069,178282074,178741949,178835790,S8_178282069,S8_178282074,S8_178741949,S8_178835790,181122637,178282071.5,178788869.5,506798,0.00279809309534291
8,CML52/B73 NIL-1175,3166795,3201851,5134439,5134526,S8_3166795,S8_3201851,S8_5134439,S8_5134526,181122637,3184323,5134482.5,1950159.5,0.0107670666256919
8,CML103/B73 NIL-1184,161545699,161554092,171872588,171913228,S8_161545699,S8_161554092,S8_171872588,S8_171913228,181122637,161549895.5,171892908,10343012.5,0.0571050238187511
8,CML247/B73 NIL-1005A,143747538,143747567,154910833,154910848,S8_143747538,S8_143747567,S8_154910833,S8_154910848,181122637,143747552.5,154910840.5,11163288,0.0616338641315166
8,CML277/B73 NIL-1283,18982681,19080460,104421771,104422564,S8_18982681,S8_19080460,S8_104421771,S8_104422564,181122637,19031570.5,104422167.5,85390597,0.471451820790352
8,NC358/B73 NIL-1211,176319650,176319655,181122637,181122637,S8_176319650,S8_176319655,END,END,181122637,176319652.5,181122637,4802984.5,0.0265178587257428
8,CML103/B73 NIL-1216,106963039,106963044,169369320,169369363,S8_106963039,S8_106963044,S8_169369320,S8_169369363,181122637,106963041.5,169369341.5,62406300,0.34455273528289
8,CML277/B73 NIL-1007,179215531,179215618,181122637,181122637,S8_179215531,S8_179215618,END,END,181122637,179215574.5,181122637,1907062.5,0.0105291228726976
8,Mo18W/B73 NIL-1104B,172111581,172216540,175395872,175405773,S8_172111581,S8_172216540,S8_175395872,S8_175405773,181122637,172164060.5,175400822.5,3236762,0.0178705547446286
8,Oh43/B73 NIL-1135,171346048,171470494,178285425,178285590,S8_171346048,S8_171470494,S8_178285425,S8_178285590,181122637,171408271,178285507.5,6877236.5,0.0379700550627473
8,CML52/B73 NIL-1209,157378224,157378241,168420186,168420193,S8_157378224,S8_157378241,S8_168420186,S8_168420193,181122637,157378232.5,168420189.5,11041957,0.060963980995926
8,Ki3/B73 NIL-1043A,2225650,2437865,2456601,2493580,S8_2225650,S8_2437865,S8_2456601,S8_2493580,181122637,2331757.5,2475090.5,143333,0.000791358840474479
8,NC358/B73 NIL-1114,177656256,177656268,181122637,181122637,S8_177656256,S8_177656268,END,END,181122637,177656262,181122637,3466375,0.0191382759075002
8,Ki11/B73 NIL-1129A,113368982,113368999,120465656,120465690,S8_113368982,S8_113368999,S8_120465656,S8_120465690,181122637,113368990.5,120465673,7096682.5,0.0391816429881153
8,Ki3/B73 NIL-1043A,167588893,167593553,167594532,167596720,S8_167588893,S8_167593553,S8_167594532,S8_167596720,181122637,167591223,167595626,4403,2.43094958914495e-05
8,CML69/B73 NIL-1066,170419588,170419604,170420566,170424329,S8_170419588,S8_170419604,S8_170420566,S8_170424329,181122637,170419596,170422447.5,2851.5,1.57434766146873e-05
8,CML247/B73 NIL-1005A,0,0,93876815,93878607,S8_204228,S8_204228,S8_93876815,S8_93878607,181122637,0,93877711,93877711,0.518310204372742
8,CML277/B73 NIL-1124,174171891,174171894,178285590,178294889,S8_174171891,S8_174171894,S8_178285590,S8_178294889,181122637,174171892.5,178290239.5,4118347,0.0227378922271323
8,CML228/B73 NIL-1055,13287000,13291663,22589487,22868299,S8_13287000,S8_13291663,S8_22589487,S8_22868299,181122637,13289331.5,22728893,9439561.5,0.0521169615038235
8,Ki11/B73 NIL-1128,174611512,174613456,178741949,178835790,S8_174611512,S8_174613456,S8_178741949,S8_178835790,181122637,174612484,178788869.5,4176385.5,0.0230583298099839
8,CML322/B73 NIL-1146,19080460,19080467,104421771,104422564,S8_19080460,S8_19080467,S8_104421771,S8_104422564,181122637,19080463.5,104422167.5,85341704,0.471181876619873
8,CML103/B73 NIL-1279,12038329,12038348,18952177,18982643,S8_12038329,S8_12038348,S8_18952177,S8_18982643,181122637,12038338.5,18967410,6929071.5,0.0382562423712945
8,Ki11/B73 NIL-1233,0,0,3374189,3374228,S8_204228,S8_204228,S8_3374189,S8_3374228,181122637,0,3374208.5,3374208.5,0.0186294135061649
8,CML103/B73 NIL-1182B,161554121,161554133,175932490,176016614,S8_161554121,S8_161554133,S8_175932490,S8_176016614,181122637,161554127,175974552,14420425,0.0796169117171146
8,CML103/B73 NIL-1324B,0,0,12207331,12514278,S8_204228,S8_204228,S8_12207331,S8_12514278,181122637,0,12360804.5,12360804.5,0.0682454976624485
8,CML103/B73 NIL-1197,169912715,169916822,175461141,175461143,S8_169912715,S8_169916822,S8_175461141,S8_175461143,181122637,169914768.5,175461142,5546373.5,0.0306221993664988
8,CML277/B73 NIL-1282,18982681,19080460,104421771,104422564,S8_18982681,S8_19080460,S8_104421771,S8_104422564,181122637,19031570.5,104422167.5,85390597,0.471451820790352
8,CML333/B73 NIL-1119B,0,0,2930593,2930599,S8_204228,S8_204228,S8_2930593,S8_2930599,181122637,0,2930596,2930596,0.0161801752036108
8,CML322/B73 NIL-1245,0,0,13033162,13139626,S8_204228,S8_204228,S8_13033162,S8_13139626,181122637,0,13086394,13086394,0.0722515651094457
8,CML277/B73 NIL-1280,18982681,19080460,104421771,104422564,S8_18982681,S8_19080460,S8_104421771,S8_104422564,181122637,19031570.5,104422167.5,85390597,0.471451820790352
8,CML103/B73 NIL-1266,0,0,4566391,4576040,S8_204228,S8_204228,S8_4566391,S8_4576040,181122637,0,4571215.5,4571215.5,0.0252382340259324
8,M162W/B73 NIL-1233,16897209,16897212,21787999,21838387,S8_16897209,S8_16897212,S8_21787999,S8_21838387,181122637,16897210.5,21813193,4915982.5,0.0271417343597973
8,Tx303/B73 NIL-1111,170343640,170343644,174238683,174303964,S8_170343640,S8_170343644,S8_174238683,S8_174303964,181122637,170343642,174271323.5,3927681.5,0.0216852049255445
8,CML333/B73 NIL-1081,90126501,90126522,90127143,90224230,S8_90126501,S8_90126522,S8_90127143,S8_90224230,181122637,90126511.5,90175686.5,49175,0.000271501126609591
8,CML69/B73 NIL-1145,5792508,5863330,9068393,9068402,S8_5792508,S8_5863330,S8_9068393,S8_9068402,181122637,5827919,9068397.5,3240478.5,0.0178910739909336
8,NC350/B73 NIL-1183,0,0,4841369,4841393,S8_204228,S8_204228,S8_4841369,S8_4841393,181122637,0,4841381,4841381,0.0267298504493395
8,Oh43/B73 NIL-1068,175851157,175851168,176870581,176871046,S8_175851157,S8_175851168,S8_176870581,S8_176871046,181122637,175851162.5,176870813.5,1019651,0.00562961657851746
8,CML322/B73 NIL-1217,22550940,22553674,24435848,24437534,S8_22550940,S8_22553674,S8_24435848,S8_24437534,181122637,22552307,24436691,1884384,0.0104039121294375
8,Mo18W/B73 NIL-1121,179112430,179123853,181122637,181122637,S8_179112430,S8_179123853,END,END,181122637,179118141.5,181122637,2004495.5,0.011067062257933
8,CML103/B73 NIL-1098,17618490,17625724,137415699,137427781,S8_17618490,S8_17625724,S8_137415699,S8_137427781,181122637,17622107,137421740,119799633,0.661428273043529
8,Ki3/B73 NIL-1016,4714426,4745802,17615851,17615852,S8_4714426,S8_4745802,S8_17615851,S8_17615852,181122637,4730114,17615851.5,12885737.5,0.0711437162876554
8,Tx303/B73 NIL-1072,7340939,7744653,10214379,10214391,S8_7340939,S8_7744653,S8_10214379,S8_10214391,181122637,7542796,10214385,2671589,0.0147501662092077
8,NC358/B73 NIL-1145,13555200,13560608,16864861,16866470,S8_13555200,S8_13560608,S8_16864861,S8_16866470,181122637,13557904,16865665.5,3307761.5,0.0182625515771394
8,Oh43/B73 NIL-1099,0,0,3859842,3859906,S8_204228,S8_204228,S8_3859842,S8_3859906,181122637,0,3859874,3859874,0.0213108315113588
8,CML333/B73 NIL-1243,13720218,13720221,23569507,23569512,S8_13720218,S8_13720221,S8_23569507,S8_23569512,181122637,13720219.5,23569509.5,9849290,0.0543791221414251
8,CML103/B73 NIL-1324A,0,0,3859842,3859906,S8_204228,S8_204228,S8_3859842,S8_3859906,181122637,0,3859874,3859874,0.0213108315113588
8,CML333/B73 NIL-1185,165274233,165274266,165274287,165307773,S8_165274233,S8_165274266,S8_165274287,S8_165307773,181122637,165274249.5,165291030,16780.5,9.26471714300405e-05
8,CML247/B73 NIL-1104,168997385,169023317,177543439,177550836,S8_168997385,S8_169023317,S8_177543439,S8_177550836,181122637,169010351,177547137.5,8536786.5,0.0471326314667117
8,CML333/B73 NIL-1188A,127403874,127682195,162248203,162259489,S8_127403874,S8_127682195,S8_162248203,S8_162259489,181122637,127543034.5,162253846,34710811.5,0.191642591312316
8,CML52/B73 NIL-1209,1661869,1664828,3859842,3859906,S8_1661869,S8_1664828,S8_3859842,S8_3859906,181122637,1663348.5,3859874,2196525.5,0.0121272831291651
8,CML228/B73 NIL-1117A,26135295,26178862,105916303,105916328,S8_26135295,S8_26178862,S8_105916303,S8_105916328,181122637,26157078.5,105916315.5,79759237,0.440360400671507
8,Tzi8/B73 NIL-1056,170075779,170075801,170778595,170778627,S8_170075779,S8_170075801,S8_170778595,S8_170778627,181122637,170075790,170778611,702821,0.00388035980284452
8,CML247/B73 NIL-1106,168997385,169023317,177543439,177550836,S8_168997385,S8_169023317,S8_177543439,S8_177550836,181122637,169010351,177547137.5,8536786.5,0.0471326314667117
8,CML228/B73 NIL-1230,1592074,1592161,3166795,3201851,S8_1592074,S8_1592161,S8_3166795,S8_3201851,181122637,1592117.5,3184323,1592205.5,0.00879075926881519
8,CML103/B73 NIL-1049,0,0,3547073,3547075,S8_204228,S8_204228,S8_3547073,S8_3547075,181122637,0,3547074,3547074,0.0195838248534334
8,CML69/B73 NIL-1026,119775303,119775351,119992888,119992949,S8_119775303,S8_119775351,S8_119992888,S8_119992949,181122637,119775327,119992918.5,217591.5,0.00120134900641934
8,CML228/B73 NIL-1118A,26135295,26178862,105916303,105916328,S8_26135295,S8_26178862,S8_105916303,S8_105916328,181122637,26157078.5,105916315.5,79759237,0.440360400671507
8,CML322/B73 NIL-1251,25662348,25815312,35616454,35963946,S8_25662348,S8_25815312,S8_35616454,S8_35963946,181122637,25738830,35790200,10051370,0.0554948302790004
8,CML322/B73 NIL-1251,146595867,146595880,157816986,157988057,S8_146595867,S8_146595880,S8_157816986,S8_157988057,181122637,146595873.5,157902521.5,11306648,0.0624253720422589
8,Tx303/B73 NIL-1166,11329470,11885314,67177126,67177151,S8_11329470,S8_11885314,S8_67177126,S8_67177151,181122637,11607392,67177138.5,55569746.5,0.306807295986973
8,CML52/B73 NIL-1214B,136858199,136858237,139153536,139153546,S8_136858199,S8_136858237,S8_139153536,S8_139153546,181122637,136858218,139153541,2295323,0.0126727560840449
8,NC350/B73 NIL-1006,10369040,10371342,11885314,11885373,S8_10369040,S8_10371342,S8_11885314,S8_11885373,181122637,10370191,11885343.5,1515152.5,0.00836534033015431
8,CML103/B73 NIL-1084,175594630,175594634,176924901,176925312,S8_175594630,S8_175594634,S8_176924901,S8_176925312,181122637,175594632,176925106.5,1330474.5,0.00734571074072867
8,Tzi8/B73 NIL-1069,0,0,106233719,106351444,S8_204228,S8_204228,S8_106233719,S8_106351444,181122637,0,106292581.5,106292581.5,0.586854206964754
8,Tx303/B73 NIL-1107,125526418,125526435,135737540,135737544,S8_125526418,S8_125526435,S8_135737540,S8_135737544,181122637,125526426.5,135737542,10211115.5,0.0563768045183662
8,CML228/B73 NIL-1121,0,0,3859842,3859906,S8_204228,S8_204228,S8_3859842,S8_3859906,181122637,0,3859874,3859874,0.0213108315113588
8,NC358/B73 NIL-1114,163861062,163864944,166790565,166790683,S8_163861062,S8_163864944,S8_166790565,S8_166790683,181122637,163863003,166790624,2927621,0.016163749868549
8,Mo18W/B73 NIL-1065,175077212,175164807,178285425,178285590,S8_175077212,S8_175164807,S8_178285425,S8_178285590,181122637,175121009.5,178285507.5,3164498,0.0174715764545765
8,Mo18W/B73 NIL-1106,25931498,26135295,104887865,104892670,S8_25931498,S8_26135295,S8_104887865,S8_104892670,181122637,26033396.5,104890267.5,78856871,0.435378328772897
8,Mo18W/B73 NIL-1106,163440192,163442760,175395872,175405773,S8_163440192,S8_163442760,S8_175395872,S8_175405773,181122637,163441476,175400822.5,11959346.5,0.0660289994563187
8,CML333/B73 NIL-1116,0,0,3024398,3024628,S8_204228,S8_204228,S8_3024398,S8_3024628,181122637,0,3024513,3024513,0.0166987023273077
8,CML333/B73 NIL-1116,176018895,176018896,181122637,181122637,S8_176018895,S8_176018896,END,END,181122637,176018895.5,181122637,5103741.5,0.0281783745231139
8,Ki11/B73 NIL-1128,0,0,909692,909722,S8_204228,S8_204228,S8_909692,S8_909722,181122637,0,909707,909707,0.00502260244808604
8,NC358/B73 NIL-1179,0,0,7744653,7744673,S8_204228,S8_204228,S8_7744653,S8_7744673,181122637,0,7744663,7744663,0.0427592217531594
8,Tzi8/B73 NIL-1088,179650126,179765953,181122637,181122637,S8_179650126,S8_179765953,END,END,181122637,179708039.5,181122637,1414597.5,0.00781016400506581
8,CML322/B73 NIL-1215,1592198,1592891,3859842,3859906,S8_1592198,S8_1592891,S8_3859842,S8_3859906,181122637,1592544.5,3859874,2267329.5,0.0125182005825147
8,CML333/B73 NIL-1119A,0,0,2930593,2930599,S8_204228,S8_204228,S8_2930593,S8_2930599,181122637,0,2930596,2930596,0.0161801752036108
8,Tx303/B73 NIL-1201,154554690,154609804,154754664,154895508,S8_154554690,S8_154609804,S8_154754664,S8_154895508,181122637,154582247,154825086,242839,0.00134074350960339
8,CML277/B73 NIL-1009,105778392,105835920,105836061,105916205,S8_105778392,S8_105835920,S8_105836061,S8_105916205,181122637,105807156,105876133,68977,0.000380830365229278
8,CML103/B73 NIL-1170,108569873,108570472,169138781,169369320,S8_108569873,S8_108570472,S8_169138781,S8_169369320,181122637,108570172.5,169254050.5,60683878,0.33504303495758
8,Mo17/B73 NIL-1251A,7744901,7747995,103254848,103254947,S8_7744901,S8_7747995,S8_103254848,S8_103254947,181122637,7746448,103254897.5,95508449.5,0.527313708998175
8,CML103/B73 NIL-1217,106963039,106963044,169138781,169369320,S8_106963039,S8_106963044,S8_169138781,S8_169369320,181122637,106963041.5,169254050.5,62291009,0.343916199718316
8,Ki11/B73 NIL-1129A,174947370,174947388,178741949,178835790,S8_174947370,S8_174947388,S8_178741949,S8_178835790,181122637,174947379,178788869.5,3841490.5,0.021209333982919
8,Tzi8/B73 NIL-1101,164997564,165108613,167567519,167567520,S8_164997564,S8_165108613,S8_167567519,S8_167567520,181122637,165053088.5,167567519.5,2514431,0.0138824778705049
8,Tzi8/B73 NIL-1101,177662538,177662599,178113216,178113217,S8_177662538,S8_177662599,S8_178113216,S8_178113217,181122637,177662568.5,178113216.5,450648,0.00248808214955483
8,CML52/B73 NIL-1204,128044625,128194101,168420186,168420193,S8_128044625,S8_128194101,S8_168420186,S8_168420193,181122637,128119363,168420189.5,40300826.5,0.22250574068221
8,Tx303/B73 NIL-1208,108954365,108954730,126892199,126911824,S8_108954365,S8_108954730,S8_126892199,S8_126911824,181122637,108954547.5,126902011.5,17947464,0.0990901209107286
8,Tx303/B73 NIL-1208,146553973,146554054,151115560,151115592,S8_146553973,S8_146554054,S8_151115560,S8_151115592,181122637,146554013.5,151115576,4561562.5,0.0251849386446378
8,CML322/B73 NIL-1098,21838451,22079767,128032453,128032475,S8_21838451,S8_22079767,S8_128032453,S8_128032475,181122637,21959109,128032464,106073355,0.585643830925452
8,CML103/B73 NIL-1198,170004913,170039194,173239164,173241447,S8_170004913,S8_170039194,S8_173239164,S8_173241447,181122637,170022053.5,173240305.5,3218252,0.0177683587943786
8,CML247/B73 NIL-1105,173239164,173241447,177550836,177551332,S8_173239164,S8_173241447,S8_177550836,S8_177551332,181122637,173240305.5,177551084,4310778.5,0.0238003298284576
8,Ki11/B73 NIL-1129B,167552034,167552710,178741949,178835790,S8_167552034,S8_167552710,S8_178741949,S8_178835790,181122637,167552372,178788869.5,11236497.5,0.0620380626415018
8,CML103/B73 NIL-1233,176095323,176095341,176956838,176958612,S8_176095323,S8_176095341,S8_176956838,S8_176958612,181122637,176095332,176957725,862393,0.00476137612771175
8,CML277/B73 NIL-1116,11906653,11931045,13721434,13721448,S8_11906653,S8_11931045,S8_13721434,S8_13721448,181122637,11918849,13721441,1802592,0.00995232859821934
8,Tx303/B73 NIL-1164,13033162,13139626,67177126,67177151,S8_13033162,S8_13139626,S8_67177126,S8_67177151,181122637,13086394,67177138.5,54090744.5,0.298641546942583
8,CML103/B73 NIL-1141,170343644,170352982,170778578,170778581,S8_170343644,S8_170352982,S8_170778578,S8_170778581,181122637,170348313,170778579.5,430266.5,0.00237555342129874
8,Tzi8/B73 NIL-1021,123950140,124499846,148947813,148978487,S8_123950140,S8_124499846,S8_148947813,S8_148978487,181122637,124224993,148963150,24738157,0.136582358835688
8,CML52/B73 NIL-1214A,0,0,2072086,2072099,S8_204228,S8_204228,S8_2072086,S8_2072099,181122637,0,2072092.5,2072092.5,0.011440273476142
8,Tx303/B73 NIL-1166,0,0,2225629,2225650,S8_204228,S8_204228,S8_2225629,S8_2225650,181122637,0,2225639.5,2225639.5,0.0122880250468085
8,CML247/B73 NIL-1218,16429648,16864754,19456142,19585456,S8_16429648,S8_16864754,S8_19456142,S8_19585456,181122637,16647201,19520799,2873598,0.01586548234719
8,CML277/B73 NIL-1132A,26735559,26909822,150550763,150561420,S8_26735559,S8_26909822,S8_150550763,S8_150561420,181122637,26822690.5,150556091.5,123733401,0.683147082272218
8,NC350/B73 NIL-1101,16897209,16897212,16897265,16897266,S8_16897209,S8_16897212,S8_16897265,S8_16897266,181122637,16897210.5,16897265.5,55,3.03661656604525e-07
8,CML228/B73 NIL-1118B,19240050,19240051,105916303,105916328,S8_19240050,S8_19240051,S8_105916303,S8_105916328,181122637,19240050.5,105916315.5,86676265,0.478550149421687
8,Tx303/B73 NIL-1209C,98978222,99794632,146410814,146410821,S8_98978222,S8_99794632,S8_146410814,S8_146410821,181122637,99386427,146410817.5,47024390.5,0.259627351273601
8,CML277/B73 NIL-1136,178445530,178452721,181122637,181122637,S8_178445530,S8_178452721,END,END,181122637,178449125.5,181122637,2673511.5,0.0147607805643863
8,Oh43/B73 NIL-1056,9113559,9191130,13287000,13291663,S8_9113559,S8_9191130,S8_13287000,S8_13291663,181122637,9152344.5,13289331.5,4136987,0.0228408059231161
8,CML247/B73 NIL-1253,20913805,21239870,103049205,103049251,S8_20913805,S8_21239870,S8_103049205,S8_103049251,181122637,21076837.5,103049228,81972390.5,0.452579489001146
